GEOID,place_name,state_abbr,pop_2020,adoption_year,year_found,search_class,obyrne_label,adopt_by2012,status_final,audit_note,source_type,evidence_note
0653896,Ontario city,CA,175712,unknown,,unknown,not_adopted_by2012,0.0,adopted_year_unknown,,official,"Ontario CA has a 311 service for non-emergency requests, but no specific launch year was found in available sources."
3710740,Cary town,NC,174778,2020,2020.0,year_found,not_in_obyrne,,adopted_year_verified,,official,"311Cary launched on January 2, 2020 as the first 311 system in the Triangle area, per a Town of Cary press release."
0659451,Rancho Cucamonga city,CA,174683,no_311,,no_311,not_adopted_by2012,0.0,not_adopted,,official,Rancho Cucamonga uses the RC2GO app for issue reporting; no 311 phone number or system was found.
0653322,Oceanside city,CA,173965,unknown,,unknown,not_adopted_by2012,0.0,adopted_year_unknown,,official,Oceanside uses SeeClickFix for citizen reporting but directs non-emergency calls to the police non-emergency line; no formal 311 launch year was found.
0640130,Lancaster city,CA,173094,unknown,,unknown,not_adopted_by2012,0.0,adopted_year_unknown,,official,"Lancaster uses the ""Inform Lancaster"" app for service requests; no 311 number or launch year was found."
0629000,Garden Grove city,CA,171863,unknown,,unknown,not_adopted_by2012,0.0,adopted_year_unknown,,official,Garden Grove uses SeeClickFix for citizen reporting; no dedicated 311 number or launch year was found.
1255775,Pembroke Pines city,FL,171073,unknown,,unknown,unclear,,adopted_year_unknown,,official,Pembroke Pines uses SeeClickFix for citizen service requests; no dedicated 311 number or launch year was found.
0827425,Fort Collins city,CO,169982,2011,2011.0,year_found,not_adopted_by2012,0.0,conflict_fp,FP-conflict: search found year 2011 but O'Byrne (2012 survey) says not adopted. Verify source.,news,"""Access Fort Collins"" citizen service system was created in 2011, per Rocky Mountain Collegian reporting."
2970000,Springfield city,MO,169177,unknown,,unknown,not_adopted_by2012,0.0,adopted_year_unknown,,official,Springfield MO has a Citizen Resource Center (417-864-1010) and GoSpringfieldMO app for service requests; no formal 311 launch year was found.
0655156,Palmdale city,CA,168895,no_311,,no_311,not_adopted_by2012,0.0,not_adopted,,official,No 311 system was found for Palmdale; city uses direct department phone numbers for service requests.
4715160,Clarksville city,TN,167509,2017,2017.0,year_found,not_adopted_by2012,0.0,adopted_year_verified,,official,Clarksville TN launched its 311 system in 2017.
0664224,Salinas city,CA,163391,unknown,,unknown,not_adopted_by2012,0.0,adopted_year_unknown,,official,Salinas has a 311 portal on the Qscend platform; no specific launch year was found.
0633000,Hayward city,CA,162666,unknown,,unknown,not_adopted_by2012,0.0,adopted_year_unknown,,official,"Hayward has an ""Access Hayward"" citizen service system; no specific launch year was found."
3457000,Paterson city,NJ,159323,unknown,,unknown,not_adopted_by2012,0.0,adopted_year_unknown,,official,Paterson uses SeeClickFix for citizen service requests; no dedicated 311 number or launch year was found.
5101000,Alexandria city,VA,159139,2020,2020.0,year_found,not_adopted_by2012,0.0,adopted_year_verified,,news,"Alex311 launched in February 2020, replacing the prior Call.Click.Connect system, per ALXnow reporting."
0616350,Corona city,CA,157468,unknown,,unknown,not_adopted_by2012,0.0,adopted_year_unknown,,official,Corona operates a Citizen 311 portal (311.coronaca.gov); no specific launch year was found in available sources.
1349008,Macon-Bibb County,GA,157035,2012,2012.0,year_found,not_in_obyrne,,adopted_year_verified,,news,"Macon-Bibb County launched SeeClickFix in April 2012 as a 311-style citizen service request system, funded by a $5,000 Knight Fund grant."
2036000,Kansas City city,KS,156298,unknown,,unknown,not_in_obyrne,,adopted_year_unknown,,official,The Unified Government of Wyandotte County and Kansas City KS operates a 311 Call Center; expanded to 24/7 service in 2021 but original launch year not verifiable.
0843000,Lakewood city,CO,156247,unknown,,unknown,not_adopted_by2012,0.0,adopted_year_unknown,,official,Lakewood operates MyLakewood311 for citizen service requests; no specific launch year was found.
2567000,Springfield city,MA,155280,2008,2008.0,year_found,adopted_by2012,1.0,adopted_year_verified,,official,City of Springfield official document (March 2009 CitiStat report) states the 311 Center was created in September 2008; Springfield was the first community in western Massachusetts to use the 3-1-1 number.
0677000,Sunnyvale city,CA,155250,unknown,,unknown,not_adopted_by2012,0.0,adopted_year_unknown,,secondary,"Sunnyvale uses SeeClickFix for citizen service requests with activity dating to at least 2017, but no specific launch year was found."
4751560,Murfreesboro city,TN,153757,unknown,,unknown,not_in_obyrne,,adopted_year_unknown,,official,No evidence of a formal 311 system in Murfreesboro; city lists departmental contacts but no dedicated 311 service or launch year was found.
4839148,Killeen city,TX,153735,unknown,,unknown,not_in_obyrne,,adopted_year_unknown,,official,Killeen operates killeen311.com and the Killeen Connect app (SeeClickFix) for service requests; no specific launch year was found.
2836000,Jackson city,MS,152997,2011,2011.0,year_found,adopted_by2012,1.0,adopted_year_verified,,news,"Jackson Free Press reported April 4, 2011 that Mayor Harvey Johnson Jr. launched the city's 311 system with six employees taking calls from the Eudora Welty Library after the state PSC approved use of the 3-1-1 number."
1232000,Hollywood city,FL,152802,unknown,,unknown,unclear,,adopted_year_unknown,,official,City of Hollywood FL provides customer services online but no dedicated 311 system or specific launch year was found.
5305210,Bellevue city,WA,151780,2013,2013.0,year_found,not_adopted_by2012,0.0,adopted_year_verified,,official,"Bellevue launched the MyBellevue app and citizen request portal in 2013, handling requests for streetlights, potholes, and other city issues."
4856000,Pasadena city,TX,151368,no_311,,no_311,not_adopted_by2012,0.0,not_adopted,,official,No dedicated 311 system was found for Pasadena TX; city uses departmental phone numbers and online contacts.
0622804,Escondido city,CA,151014,unknown,,unknown,not_adopted_by2012,0.0,adopted_year_unknown,,official,"Escondido uses the ""Report It!"" (CitySourced) online reporting system; no dedicated 311 number and no launch year was found."
0658072,Pomona city,CA,150984,no_311,,no_311,not_adopted_by2012,0.0,not_adopted,,official,Pomona CA uses a traditional non-emergency dispatch number (909-622-1241) and departmental contacts; no dedicated 311 system was identified.
4513330,Charleston city,SC,150872,unknown,,unknown,not_in_obyrne,,adopted_year_unknown,,official,"Charleston operates a Citizen Services Desk reachable at 843-724-7311, but no specific launch year for the service was found."
1738570,Joliet city,IL,150251,2021,2021.0,year_found,not_adopted_by2012,0.0,adopted_year_verified,,official,"City of Joliet launched CitizenVUE, a citizen engagement service request app, on April 7, 2021, replacing prior service request methods."
4847892,Mesquite city,TX,149627,no_311,,no_311,not_adopted_by2012,0.0,not_adopted,,official,No dedicated 311 system was found for Mesquite TX; city uses traditional non-emergency departmental phone numbers.
1751622,Naperville city,IL,149419,no_311,,no_311,not_adopted_by2012,0.0,not_adopted,,official,"No citywide 311 system was found for Naperville; the park district uses a ""311 Parks"" internal tracking system (2018) but there is no city-operated 311 line."
1765000,Rockford city,IL,148670,unknown,,unknown,not_adopted_by2012,0.0,adopted_year_unknown,,secondary,"ICMA documents reference Rockford IL 311 Call Center Services and the city has a Customer Service department, but no specific launch year was found."
0662938,Roseville city,CA,148516,unknown,,unknown,not_in_obyrne,,adopted_year_unknown,,official,Roseville operates a myRSVL service request portal for residents; no specific launch year was found.
0908000,Bridgeport city,CT,147717,2012,2012.0,year_found,not_adopted_by2012,0.0,conflict_fp,FP-conflict: search found year 2012 but O'Byrne (2012 survey) says not adopted. Verify source.,news,"Bridgeport launched the BConnected citizen reporting app in 2012 under Mayor Finch; replaced in 2016 by ""Bridgeport 311"" (SeeClickFix) under Mayor Ganim."
1369000,Savannah city,GA,147456,2006,2006.0,year_found,adopted_by2012,1.0,adopted_year_verified,,news,"The Savannah Tribune states ""Launched in 2006, 311 is designed to make City services more accessible to citizens,"" describing 311 as a central non-emergency contact replacing numerous individual department numbers."
3673000,Syracuse city,NY,146726,unknown,,unknown,not_adopted_by2012,0.0,adopted_year_unknown,,official,Syracuse operates SYRCityline (SeeClickFix) for citizen service requests; a new mobile app launched in August 2021 but the original service launch year was not found.
0680000,Torrance city,CA,146442,no_311,,no_311,not_adopted_by2012,0.0,not_adopted,,official,No dedicated 311 system was found for Torrance CA; city lists departmental contacts without a unified 311 service.
0471510,Surprise city,AZ,144407,unknown,,unknown,not_in_obyrne,,adopted_year_unknown,,official,"Surprise operates the ""My Surprise"" app (CitySourced) for citizen service requests; no specific launch year was found."
0628000,Fullerton city,CA,143267,no_311,,no_311,not_adopted_by2012,0.0,not_adopted,,official,No dedicated 311 system was found for Fullerton CA; city uses a service request form via Public Works (714-738-6897) but no 311 service.
4845384,McAllen city,TX,142404,unknown,,unknown,not_adopted_by2012,0.0,adopted_year_unknown,,official,McAllen operates a 311 call center and mobile app (CitySourced) for citizen requests; no specific launch year was found.
1225175,Gainesville city,FL,142245,2015,2015.0,year_found,not_in_obyrne,,adopted_year_verified,,news,"WUFT news article (July 22, 2015) reports the City of Gainesville launched its 311GNV online and mobile non-emergency reporting service on that date; later rebranded as myGNV in 2019 (note: Socrata lower bound was 2016, consistent with post-launch open data publication)."
0877290,Thornton city,CO,142185,unknown,,unknown,not_in_obyrne,,adopted_year_unknown,,official,"Thornton operates ""My Thornton"" on the Qscend 311 platform for citizen service requests; no specific launch year was found."
0682954,Visalia city,CA,141771,unknown,,unknown,not_in_obyrne,,adopted_year_unknown,,official,Visalia has a dedicated 311 Department with its own city website section; no specific launch year was found.
2052575,Olathe city,KS,141586,unknown,,unknown,not_adopted_by2012,0.0,adopted_year_unknown,,official,Olathe operates OlatheConnect as a 24/7 virtual city hall service request system; active as of 2019 but no launch year was found.
4819972,Denton city,TX,141107,2025,2025.0,year_found,not_in_obyrne,,adopted_year_verified,,official,"City of Denton officially launched its 311 Contact Center on April 21, 2025 as a 24/7 single point of contact for non-emergency city services."
4876000,Waco city,TX,140541,unknown,,unknown,not_adopted_by2012,0.0,adopted_year_unknown,,official,Waco operates MyWaco Central (CitySourced) for citizen service requests; no specific launch year for a formal 311 system was found.
4983470,West Valley City city,UT,139973,no_311,,no_311,not_adopted_by2012,0.0,not_adopted,,official,No dedicated 311 system was found for West Valley City UT; city uses departmental phone contacts and a general contact form.
0653980,Orange city,CA,139451,unknown,,unknown,not_adopted_by2012,0.0,adopted_year_unknown,,official,"City of Orange operates ""Orange 24/7"" app for service requests; no launch year or evidence of a formal 311 phone number was found."
2684000,Warren city,MI,139122,unknown,,unknown,not_adopted_by2012,0.0,adopted_year_unknown,,official,"Warren operates ""311Warren"" on the Qscend platform for citizen service requests; no specific launch year was found."
0656000,Pasadena city,CA,138462,2009,2009.0,year_found,not_adopted_by2012,0.0,conflict_fp,FP-conflict: search found year 2009 but O'Byrne (2012 survey) says not adopted. Verify source.,news,"Pasadena launched its 311 Citizen Service Center on January 24, 2009, handling approximately 75,000 calls annually."
1912000,Cedar Rapids city,IA,137758,unknown,,unknown,not_adopted_by2012,0.0,adopted_year_unknown,,official,"Cedar Rapids operates ""My CR"" for non-emergency service requests; no specific 311 launch year was found."
3921000,Dayton city,OH,137496,2014,2014.0,year_found,not_adopted_by2012,0.0,adopted_year_verified,,news,"Dayton launched the ""Dayton Delivers"" non-emergency service request app in January 2014 following a late-2013 resident beta test."
5135000,Hampton city,VA,137280,unknown,,unknown,adopted_by2012,1.0,adopted_year_unknown,,secondary,"A February 2002 Connecticut General Assembly report lists Hampton VA among jurisdictions already operating a 311 system, noting Hampton was the first locality in Virginia to launch a centralized 311 call center; exact launch year not found."
3421000,Elizabeth city,NJ,136677,no_311,,no_311,not_adopted_by2012,0.0,not_adopted,,official,No dedicated 311 system was found for Elizabeth NJ; city lists departmental contacts without a unified 311 service.
5335415,Kent city,WA,136592,unknown,,unknown,not_in_obyrne,,adopted_year_unknown,,official,"Kent operates the ""KentWorks"" app for non-emergency citizen service requests; no specific launch year was found."
4516000,Columbia city,SC,136195,2012,2012.0,year_found,adopted_by2012,1.0,adopted_year_verified,,news,"The Columbia Star reports that starting July 1, 2012 the City of Columbia launched its Customer Care Center with a 24-hour hotline at 545-3300, to which all local 311 calls in the Midlands are forwarded."
0973000,Stamford city,CT,135462,unknown,,unknown,not_adopted_by2012,0.0,adopted_year_unknown,,official,Stamford has a Citizen's Service Bureau with a FixIt portal for service requests; no specific 311 launch year was found.
0682590,Victorville city,CA,134638,2025,2025.0,year_found,not_in_obyrne,,adopted_year_verified,,news,"Victorville launched the ""Victorville NOW"" app for non-emergency service requests in July 2025, per Victor Valley News."
1245975,Miramar city,FL,134516,unknown,,unknown,not_in_obyrne,,adopted_year_unknown,,official,Miramar uses SeeClickFix for citizen service requests; no specific launch year was found.
1214400,Coral Springs city,FL,134168,unknown,,unknown,unclear,,adopted_year_unknown,,official,"Coral Springs has a ""My Coral Springs"" service request portal; no specific launch year was found."
2676460,Sterling Heights city,MI,134059,unknown,,unknown,not_adopted_by2012,0.0,adopted_year_unknown,,secondary,"Sterling Heights uses SeeClickFix (""Sterling Connect"") for service requests; no specific launch year was found."
4813024,Carrollton city,TX,133552,no_311,,no_311,not_adopted_by2012,0.0,not_adopted,,official,Carrollton TX uses a non-emergency line (972-466-3333) and SeeClickFix for service requests; no formal 311 branding or system was found.
4848072,Midland city,TX,132890,2024,2024.0,year_found,not_in_obyrne,,adopted_year_verified,,news,"Midland launched SeeClickFix for citizen requests in mid-2024; the City of Midland Facebook page confirmed 13,000+ requests responded to since launch."
0952000,New Haven city,CT,129757,unknown,,unknown,not_adopted_by2012,0.0,adopted_year_unknown,,news,New Haven aldermen approved a 311 hotline in October 2007; the actual launch date of the service could not be confirmed from available sources.
0669084,Santa Clara city,CA,128588,unknown,,unknown,not_adopted_by2012,0.0,adopted_year_unknown,,official,"Santa Clara has the ""MySantaClara"" app for citizen service requests; no 311 phone number or launch year was found."
4052500,Norman city,OK,128161,no_311,,no_311,not_in_obyrne,,not_adopted,,official,Norman OK uses an Action Center phone/portal (405-366-5396) for service requests; no formal 311 system was found.
0678582,Thousand Oaks city,CA,126824,unknown,,unknown,not_adopted_by2012,0.0,adopted_year_unknown,,official,Thousand Oaks uses MaintStar Mobile Citizen and SeeClickFix for service requests; no specific launch year or formal 311 number was found.
2071000,Topeka city,KS,126437,2025,2025.0,year_found,not_adopted_by2012,0.0,adopted_year_verified,,news,"Topeka announced and rolled out a new 311 hotline on March 25, 2025, per KSNT news; previously used SeeClickFix CRM."
4842508,Lewisville city,TX,126422,unknown,,unknown,not_in_obyrne,,adopted_year_unknown,,official,"Lewisville uses the ""ourLewisvilleTX"" app (CitySourced) for service requests; no specific launch year was found."
0672016,Simi Valley city,CA,126343,unknown,,unknown,not_adopted_by2012,0.0,adopted_year_unknown,,secondary,Simi Valley uses SeeClickFix for citizen service requests; no specific launch year was found.
2915670,Columbia city,MO,126307,2020,2020.0,year_found,not_in_obyrne,,adopted_year_verified,,news,"Boone County (which serves Columbia MO) launched a 311 non-emergency call line in November 2020, per KOMU news."
4856348,Pearland city,TX,125996,unknown,,unknown,not_in_obyrne,,adopted_year_unknown,,official,"Pearland uses the ""Connect2Pearland"" app (CitySourced) for citizen service requests; no specific launch year was found."
3825700,Fargo city,ND,125986,unknown,,unknown,not_in_obyrne,,adopted_year_unknown,,official,"Fargo uses a ""FargoOne"" service platform for non-emergency requests; no specific 311 launch year was found."
0681666,Vallejo city,CA,125894,2013,2013.0,year_found,unclear,,adopted_year_verified,,secondary,"Vallejo adopted SeeClickFix in late 2013; Code Enforcement began using it as its 311 platform then, per a SeeClickFix case study."
4202000,Allentown city,PA,125727,2025,2025.0,year_found,not_adopted_by2012,0.0,adopted_year_verified,,news,"Allentown unveiled a new 311 system on November 7, 2025, per WFMZ and an official city press release."
4801000,Abilene city,TX,125417,unknown,,unknown,not_adopted_by2012,0.0,adopted_year_unknown,,official,Abilene uses SeeClickFix and direct department lines for service requests; no formal 311 system or launch year was found.
0616000,Concord city,CA,125286,unknown,,unknown,not_adopted_by2012,0.0,adopted_year_unknown,,official,"Concord CA uses the ""Concord Connect"" app (PublicStuff) for citizen service requests; no specific launch year was found."
0803455,Arvada city,CO,124343,unknown,,unknown,not_adopted_by2012,0.0,adopted_year_unknown,,official,"Arvada uses ""Ask Arvada"" 311 CRM (Comcate platform) for service requests; no specific launch year was found."
0606000,Berkeley city,CA,124205,2009,2009.0,year_found,adopted_by2012,1.0,adopted_year_verified,,news,"The Berkeley Daily Planet (November 25, 2009) reports the City of Berkeley officially launched its 311 call center at the November 17, 2009 City Council meeting after a pilot period in which 65,000 calls were received."
2603000,Ann Arbor city,MI,123611,2014,2014.0,year_found,not_adopted_by2012,0.0,adopted_year_verified,,news,"""A2 Fix It"" (SeeClickFix) went online in July 2014, per Ann Arbor Observer reporting."
2935000,Independence city,MO,122899,unknown,,unknown,not_adopted_by2012,0.0,adopted_year_unknown,,official,"Independence MO uses the ""IndepNow"" app (CitySourced) for citizen service requests; no specific launch year was found."
2754880,Rochester city,MN,121575,2024,2024.0,year_found,not_in_obyrne,,adopted_year_verified,,official,"Rochester MN launched its 311 service in October 2024, per an official city announcement."
4815976,College Station city,TX,120771,no_311,,no_311,not_in_obyrne,,not_adopted,,official,College Station uses SeeClickFix and a direct non-emergency line (979-764-3600) for service requests; no formal 311 system was found.
0614218,Clovis city,CA,120770,no_311,,no_311,not_in_obyrne,,not_adopted,,official,No formal 311 system was found for Clovis CA; city uses GOGov and direct department lines for service requests.
4863500,Round Rock city,TX,120549,unknown,,unknown,not_in_obyrne,,adopted_year_unknown,,official,Round Rock has a city services portal for requests; no formal 311 system or specific launch year was found.
1254000,Palm Bay city,FL,120163,unknown,,unknown,not_in_obyrne,,adopted_year_unknown,,official,Palm Bay uses SeeClickFix and a non-emergency line for service requests; no formal 311 launch year was found.
0623182,Fairfield city,CA,119833,unknown,,unknown,unclear,,adopted_year_unknown,,official,"Fairfield uses ""MyFairfieldCA"" and SeeClickFix for service requests; no specific launch year was found."
0937000,Hartford city,CT,119798,unknown,,unknown,adopted_by2012,1.0,adopted_year_unknown,,official,"Hartford's official 311 page confirms an active non-emergency call center; open data records show service requests back to at least 2018, but no source specifies the original launch year."
1652120,Meridian city,ID,119443,no_311,,no_311,not_in_obyrne,,not_adopted,,official,No 311 system was found for Meridian ID; city uses direct department lines (208-888-5242) for service requests.
4861796,Richardson city,TX,119299,unknown,,unknown,not_in_obyrne,,adopted_year_unknown,,official,"Richardson TX has a ""24/7 Response Center"" (972-744-4111) and online reporting; no formal 311 launch year was found."
2511000,Cambridge city,MA,118218,unknown,,unknown,not_adopted_by2012,0.0,adopted_year_unknown,,secondary,Cambridge uses SeeClickFix for 311 citizen service requests; no specific launch year was found.
1276600,West Palm Beach city,FL,117507,unknown,,unknown,not_in_obyrne,,adopted_year_unknown,,secondary,West Palm Beach uses SeeClickFix; SeeClickFix records show activity from 2013 but no formal 311 launch year was found.
1822000,Evansville city,IN,117373,unknown,,unknown,not_adopted_by2012,0.0,adopted_year_unknown,,official,Evansville has a 311 submission form for potholes and other issues; no dedicated citywide 311 launch year was found.
1212875,Clearwater city,FL,117333,2014,2014.0,year_found,not_adopted_by2012,0.0,adopted_year_verified,,secondary,"""Clearwater Connect"" app version 3.2 was released on 09/24/2014, indicating the platform launched approximately in 2014."
3006550,Billings city,MT,117224,no_311,,no_311,not_in_obyrne,,not_adopted,,official,No 311 system was found for Billings MT; city uses a non-emergency police line (406-657-8200) and direct department contacts.
4982950,West Jordan city,UT,117032,2018,2018.0,year_found,not_in_obyrne,,adopted_year_verified,,news,"West Jordan launched a new SeeClickFix-based service request web page in August 2018, per Deseret News."
0883835,Westminster city,CO,116594,unknown,,unknown,not_adopted_by2012,0.0,adopted_year_unknown,,official,"Westminster CO uses SeeClickFix ""Access Westminster"" for service requests; no specific launch year was found."
0660620,Richmond city,CA,116196,unknown,,unknown,not_adopted_by2012,0.0,adopted_year_unknown,,secondary,Richmond CA has SeeClickFix for citizen reporting; no formal 311 branding or launch year was found.
3774440,Wilmington city,NC,115770,unknown,,unknown,not_in_obyrne,,adopted_year_unknown,,secondary,Wilmington NC uses SeeClickFix for citizen service requests; no specific launch year was found.
4550875,North Charleston city,SC,115551,no_311,,no_311,not_in_obyrne,,not_adopted,,official,South Carolina cities generally do not operate 311 systems; North Charleston uses non-emergency phone numbers and has no formal 311 deployment.
3345140,Manchester city,NH,115508,2017,2017.0,year_found,not_adopted_by2012,0.0,adopted_year_verified,,news,"Manchester NH launched ""Manchester Connect"" SeeClickFix approximately in 2017, per Manchester Ink Link reporting."
2537000,Lowell city,MA,115462,2025,2025.0,year_found,not_adopted_by2012,0.0,adopted_year_verified,,official,"Lowell 311 (Tyler ESR system) launched publicly on March 10-11, 2025, per a city CivicAlerts announcement."
0602252,Antioch city,CA,115379,unknown,,unknown,not_adopted_by2012,0.0,adopted_year_unknown,,secondary,Antioch CA uses SeeClickFix for citizen service requests; no specific launch year was found.
4962470,Provo city,UT,115103,2012,2012.0,year_found,not_adopted_by2012,0.0,conflict_fp,FP-conflict: search found year 2012 but O'Byrne (2012 survey) says not adopted. Verify source.,official,"Provo recognized the need for a 311 customer service department in 2012 and formalized the service that year, per the city's official 311 page."
4853388,Odessa city,TX,114926,no_311,,no_311,not_in_obyrne,,not_adopted,,official,No 311 system was found for Odessa TX; city uses direct non-emergency phone numbers for service requests.
0611194,Carlsbad city,CA,114924,no_311,,no_311,not_in_obyrne,,not_adopted,,official,Carlsbad CA uses a non-emergency police line (442-339-2197) and has no formal 311 system.
4807000,Beaumont city,TX,114857,unknown,,unknown,not_adopted_by2012,0.0,adopted_year_unknown,,official,"Beaumont has a 311 service that was operational by at least 2012, but the exact launch year could not be confirmed from available sources."
3731400,High Point city,NC,114846,unknown,,unknown,not_in_obyrne,,adopted_year_unknown,,secondary,High Point NC uses SeeClickFix for citizen service requests; no specific launch year was found.
4841980,League City city,TX,114657,unknown,,unknown,not_in_obyrne,,adopted_year_unknown,,official,League City TX has a 311-branded Citizen Request Tracker for service requests; no specific launch year was found.
1723074,Elgin city,IL,114617,2014,2014.0,year_found,not_in_obyrne,,adopted_year_verified,,news,"Elgin IL launched a new 311 Contact Center quietly in January 2014, per Daily Herald reporting on March 7, 2014."
4131250,Gresham city,OR,114470,unknown,,unknown,not_in_obyrne,,adopted_year_unknown,,official,"Gresham OR has the ""My Gresham"" service request app for citizens; no specific launch year was found."
1772000,Springfield city,IL,114298,unknown,,unknown,not_adopted_by2012,0.0,adopted_year_unknown,,official,No evidence of a dedicated 311 system was found for Springfield IL; city uses departmental contact numbers.
0619766,Downey city,CA,113964,unknown,,unknown,not_adopted_by2012,0.0,adopted_year_unknown,,official,"Downey CA has ""Downey Connect"" (GoGov) citizen request app; no specific launch year was found."
4009050,Broken Arrow city,OK,113928,no_311,,no_311,not_in_obyrne,,not_adopted,,official,"Broken Arrow OK uses a ""My Broken Arrow Action Center"" app for service requests but no formal 311 phone number or system was found."
1238250,Lakeland city,FL,113888,unknown,,unknown,not_in_obyrne,,adopted_year_unknown,,official,Lakeland FL has a Citizens Action Center for non-emergency service requests; no specific launch year was found.
0980000,Waterbury city,CT,113880,unknown,,unknown,not_adopted_by2012,0.0,adopted_year_unknown,,official,Waterbury has a Citizens Service Center/311 for non-emergency requests; no specific launch year was found.
1759000,Peoria city,IL,112845,unknown,,unknown,not_adopted_by2012,0.0,adopted_year_unknown,,secondary,"Peoria IL has ""Peoria Cares"" powered by SeeClickFix for citizen requests; no specific original launch year was found."
2646000,Lansing city,MI,112566,2022,2022.0,year_found,not_adopted_by2012,0.0,adopted_year_verified,,news,"Lansing officially launched its ""One Call to City Hall"" 311 program in May 2022, per Fox47 News."
1258050,Pompano Beach city,FL,111957,no_311,,no_311,not_in_obyrne,,not_adopted,,official,Pompano Beach FL has no 311 system; non-emergency calls are handled by the Broward Sheriff's Office non-emergency number.
0862000,Pueblo city,CO,111899,no_311,,no_311,not_adopted_by2012,0.0,not_adopted,,official,"Pueblo CO has no 311 system; its Citizen Access Portal is limited to taxes and permits, not general non-emergency service requests."
0616532,Costa Mesa city,CA,111781,unknown,,unknown,not_adopted_by2012,0.0,adopted_year_unknown,,secondary,Costa Mesa has a Costa Mesa 311 app (SeeClickFix/CivicApps) for service requests; no specific launch year was found.
3539380,Las Cruces city,NM,111698,2018,2018.0,year_found,not_in_obyrne,,adopted_year_verified,,secondary,"Las Cruces NM brought mobile 311 to residents approximately in mid-2018, per a Tyler Technologies case study."
1245060,Miami Gardens city,FL,111477,unknown,,unknown,not_in_obyrne,,adopted_year_unknown,,official,"Miami Gardens (incorporated 2003) references 311 on its official website but no launch year found; residents also access the countywide Miami-Dade 311 system, complicating attribution of when the city adopted its own service."
0650076,Murrieta city,CA,111146,unknown,,unknown,not_in_obyrne,,adopted_year_unknown,,secondary,"Murrieta uses SeeClickFix ""FixIt"" portal for citizen service requests; no specific launch year was found."
5322640,Everett city,WA,110893,unknown,,unknown,not_in_obyrne,,adopted_year_unknown,,secondary,"Everett WA has ""Everett at Work"" (SeeClickFix app); no formal 311 number and no specific launch year were found."
4870808,Sugar Land city,TX,110824,2018,2018.0,year_found,not_in_obyrne,,adopted_year_verified,,news,"Sugar Land launched its 311 Contact Center in March 2018, per Patch.com reporting."
0665042,San Buenaventura (Ventura) city,CA,110620,unknown,,unknown,not_in_obyrne,,adopted_year_unknown,,official,"Ventura issued a 311 CRM RFP in November 2022; ""Ventura Connects"" was active by 2024, but the exact launch year could not be confirmed."
0678120,Temecula city,CA,110094,unknown,,unknown,not_in_obyrne,,adopted_year_unknown,,secondary,Temecula uses SeeClickFix for citizen service requests; no dedicated 311 branding or launch year was found.
0669196,Santa Maria city,CA,109782,no_311,,no_311,not_in_obyrne,,not_adopted,,official,No 311 system was found for Santa Maria CA; city uses departmental contact numbers for non-emergency service requests.
2621000,Dearborn city,MI,109620,unknown,,unknown,not_in_obyrne,,adopted_year_unknown,,official,Dearborn MI routes non-emergency service calls through 311; the specific year the 311 number was activated could not be confirmed.
0832155,Greeley city,CO,109272,2025,2025.0,year_found,not_in_obyrne,,adopted_year_verified,,news,"Greeley soft-launched a 311 self-service portal in July 2025, per CitizenPortal.ai reporting."
0684200,West Covina city,CA,109153,no_311,,no_311,not_adopted_by2012,0.0,not_adopted,,official,No 311 system was found for West Covina CA; city uses departmental contact numbers.
0622230,El Monte city,CA,109087,no_311,,no_311,not_adopted_by2012,0.0,not_adopted,,official,No 311 system was found for El Monte CA; city uses departmental contact numbers for non-emergency service requests.
3268400,Sparks city,NV,108889,unknown,,unknown,not_in_obyrne,,adopted_year_unknown,,secondary,Sparks is served by county-level Washoe311 (public launch ~2018); no city-specific 311 system was found for Sparks.
1372122,South Fulton city,GA,108211,2020,2020.0,year_found,not_in_obyrne,,adopted_year_verified,,secondary,"South Fulton's Citizens Resource Center transitioned to a dedicated 311 number in January 2020, per Business View Magazine."
0812815,Centennial city,CO,108196,unknown,,unknown,not_in_obyrne,,adopted_year_unknown,,official,"Centennial has a ""Report-a-Problem"" online portal; no dedicated 311 number or verifiable launch year was found."
1368516,Sandy Springs city,GA,108167,unknown,,unknown,not_in_obyrne,,adopted_year_unknown,,official,"Sandy Springs uses the ""Sandy Springs Works"" platform (replaced prior app June 2024) for service requests; no formal 311 number or launch year was found."
0807850,Boulder city,CO,108123,unknown,,unknown,not_in_obyrne,,adopted_year_unknown,,official,"Boulder uses the ""Inquire Boulder"" system for citizen service requests; no dedicated 311 number or verifiable launch year was found."
0636546,Inglewood city,CA,107393,no_311,,no_311,not_adopted_by2012,0.0,not_adopted,,official,Inglewood CA uses departmental non-emergency phone numbers for service requests; no 311 system was found.
5531000,Green Bay city,WI,107271,unknown,,unknown,not_adopted_by2012,0.0,adopted_year_unknown,,secondary,Green Bay uses SeeClickFix for citizen reporting; no dedicated 311 number or verifiable launch year was found.
0608954,Burbank city,CA,107005,2022,2022.0,year_found,not_adopted_by2012,0.0,adopted_year_verified,,official,"Burbank launched ""Our Burbank 311"" mobile app in January 2022, per a city newsroom announcement."
4134100,Hillsboro city,OR,106990,unknown,,unknown,not_in_obyrne,,adopted_year_unknown,,secondary,Hillsboro OR uses SeeClickFix for citizen reporting; no dedicated 311 number or verifiable launch year was found.
