GEOID,place_name,state_abbr,pop_2020,adoption_year_raw,year_found,source_url,source_type,evidence_note,match_type
3710740,Cary town,NC,174778,2020,2020.0,https://www.carync.gov/Home/Components/News/News/15210/,official,"311Cary launched on January 2, 2020 as the first 311 system in the Triangle area, per a Town of Cary press release.",exact
0659451,Rancho Cucamonga city,CA,174683,no_311,,https://www.cityofrc.us/rc2go,official,Rancho Cucamonga uses the RC2GO app for issue reporting; no 311 phone number or system was found.,exact
0653322,Oceanside city,CA,173965,unknown,,https://www.ci.oceanside.ca.us/gov/pw/report_a_problem.asp,official,Oceanside uses SeeClickFix for citizen reporting but directs non-emergency calls to the police non-emergency line; no formal 311 launch year was found.,exact
0640130,Lancaster city,CA,173094,unknown,,https://www.cityoflancasterca.org/inform-lancaster,official,"Lancaster uses the ""Inform Lancaster"" app for service requests; no 311 number or launch year was found.",exact
0629000,Garden Grove city,CA,171863,unknown,,https://www.ci.garden-grove.ca.us/services,official,Garden Grove uses SeeClickFix for citizen reporting; no dedicated 311 number or launch year was found.,exact
1255775,Pembroke Pines city,FL,171073,unknown,,https://www.ppines.com/1045/Resident-Services,official,Pembroke Pines uses SeeClickFix for citizen service requests; no dedicated 311 number or launch year was found.,exact
0827425,Fort Collins city,CO,169982,2011,2011.0,https://collegian.com/articles/news/2022/04/category-news-access-fort-collins-a-place-for-all-your-questions-and-requests/,news,"""Access Fort Collins"" citizen service system was created in 2011, per Rocky Mountain Collegian reporting.",exact
2970000,Springfield city,MO,169177,unknown,,https://www.springfieldmo.gov/1127/Citizen-Resource-Center,official,Springfield MO has a Citizen Resource Center (417-864-1010) and GoSpringfieldMO app for service requests; no formal 311 launch year was found.,exact
0655156,Palmdale city,CA,168895,no_311,,https://www.cityofpalmdale.org/contact,official,No 311 system was found for Palmdale; city uses direct department phone numbers for service requests.,exact
4715160,Clarksville city,TN,167509,2017,2017.0,https://www.cityofclarksville.com/311/,official,Clarksville TN launched its 311 system in 2017.,exact
0664224,Salinas city,CA,163391,unknown,,https://salinasca.qscend.com/311,official,Salinas has a 311 portal on the Qscend platform; no specific launch year was found.,exact
0633000,Hayward city,CA,162666,unknown,,https://www.hayward-ca.gov/community-services,official,"Hayward has an ""Access Hayward"" citizen service system; no specific launch year was found.",exact
3457000,Paterson city,NJ,159323,unknown,,https://www.pattersonnj.gov/services,official,Paterson uses SeeClickFix for citizen service requests; no dedicated 311 number or launch year was found.,exact
5101000,Alexandria city,VA,159139,2020,2020.0,https://www.alxnow.com/2025/12/15/alexandria-launches-updated-alex311-customer-service-portal-app/,news,"Alex311 launched in February 2020, replacing the prior Call.Click.Connect system, per ALXnow reporting.",exact
0616350,Corona city,CA,157468,unknown,,https://311.coronaca.gov,official,Corona operates a Citizen 311 portal (311.coronaca.gov); no specific launch year was found in available sources.,exact
1349008,Macon-Bibb County,GA,157035,2012,2012.0,https://www.gatewaymacon.org/about-macon-ga/news-and-press.cms/2013/30/macon-increases-public-engagement-through-seeclickfix,news,"Macon-Bibb County launched SeeClickFix in April 2012 as a 311-style citizen service request system, funded by a $5,000 Knight Fund grant.",exact
2036000,Kansas City city,KS,156298,unknown,,https://www.wycokck.org/Departments/311-Call-Center,official,The Unified Government of Wyandotte County and Kansas City KS operates a 311 Call Center; expanded to 24/7 service in 2021 but original launch year not verifiable.,exact
0843000,Lakewood city,CO,156247,unknown,,https://cityoflakewood.us/mylakewood311/,official,Lakewood operates MyLakewood311 for citizen service requests; no specific launch year was found.,exact
2567000,Springfield city,MA,155280,2008,2008.0,https://www.springfield-ma.gov/cos/fileadmin/flyers/About_311.pdf,official,City of Springfield official document (March 2009 CitiStat report) states the 311 Center was created in September 2008; Springfield was the first community in western Massachusetts to use the 3-1-1 number.,exact
0677000,Sunnyvale city,CA,155250,unknown,,https://seeclickfix.com/sunnyvale,secondary,"Sunnyvale uses SeeClickFix for citizen service requests with activity dating to at least 2017, but no specific launch year was found.",exact
4751560,Murfreesboro city,TN,153757,unknown,,https://www.murfreesborotn.gov/,official,No evidence of a formal 311 system in Murfreesboro; city lists departmental contacts but no dedicated 311 service or launch year was found.,exact
4839148,Killeen city,TX,153735,unknown,,https://www.killeen311.com/,official,Killeen operates killeen311.com and the Killeen Connect app (SeeClickFix) for service requests; no specific launch year was found.,exact
2836000,Jackson city,MS,152997,2011,2011.0,https://www.jacksonfreepress.com/news/2011/apr/04/city-rolls-out-311-call-system/,news,"Jackson Free Press reported April 4, 2011 that Mayor Harvey Johnson Jr. launched the city's 311 system with six employees taking calls from the Eudora Welty Library after the state PSC approved use of the 3-1-1 number.",exact
1232000,Hollywood city,FL,152802,unknown,,https://www.hollywoodfl.org/616/Services,official,City of Hollywood FL provides customer services online but no dedicated 311 system or specific launch year was found.,exact
5305210,Bellevue city,WA,151780,2013,2013.0,https://data.bellevuewa.gov/datasets/mybellevue-311-dashboard,official,"Bellevue launched the MyBellevue app and citizen request portal in 2013, handling requests for streetlights, potholes, and other city issues.",exact
4856000,Pasadena city,TX,151368,no_311,,none,official,No dedicated 311 system was found for Pasadena TX; city uses departmental phone numbers and online contacts.,exact
0622804,Escondido city,CA,151014,unknown,,https://escondido.gov/722/Online-Reporting-System,official,"Escondido uses the ""Report It!"" (CitySourced) online reporting system; no dedicated 311 number and no launch year was found.",exact
0658072,Pomona city,CA,150984,no_311,,none,official,Pomona CA uses a traditional non-emergency dispatch number (909-622-1241) and departmental contacts; no dedicated 311 system was identified.,exact
4513330,Charleston city,SC,150872,unknown,,https://www.charleston-sc.gov/1884/Citizen-Services-Desk,official,"Charleston operates a Citizen Services Desk reachable at 843-724-7311, but no specific launch year for the service was found.",exact
1738570,Joliet city,IL,150251,2021,2021.0,https://www.joliet.gov/Home/Components/News/News/3452/,official,"City of Joliet launched CitizenVUE, a citizen engagement service request app, on April 7, 2021, replacing prior service request methods.",exact
4847892,Mesquite city,TX,149627,no_311,,none,official,No dedicated 311 system was found for Mesquite TX; city uses traditional non-emergency departmental phone numbers.,exact
1751622,Naperville city,IL,149419,no_311,,none,official,"No citywide 311 system was found for Naperville; the park district uses a ""311 Parks"" internal tracking system (2018) but there is no city-operated 311 line.",exact
1765000,Rockford city,IL,148670,unknown,,https://icma.org/documents/rockford-il-311-call-center-services,secondary,"ICMA documents reference Rockford IL 311 Call Center Services and the city has a Customer Service department, but no specific launch year was found.",exact
0662938,Roseville city,CA,148516,unknown,,https://www.roseville.ca.us/residents/my_r_s_v_l,official,Roseville operates a myRSVL service request portal for residents; no specific launch year was found.,exact
0908000,Bridgeport city,CT,147717,2012,2012.0,https://patch.com/connecticut/bridgeport/mayor-ganim-launches-bridgeport-311-citizen-reporting-tool,news,"Bridgeport launched the BConnected citizen reporting app in 2012 under Mayor Finch; replaced in 2016 by ""Bridgeport 311"" (SeeClickFix) under Mayor Ganim.",exact
1369000,Savannah city,GA,147456,2006,2006.0,http://www.savannahtribune.com/articles/citys-311-line-extends-hours-to-better-serve-citizens/,news,"The Savannah Tribune states ""Launched in 2006, 311 is designed to make City services more accessible to citizens,"" describing 311 as a central non-emergency contact replacing numerous individual department numbers.",exact
3673000,Syracuse city,NY,146726,unknown,,https://www.syr.gov/Departments/Public-Works/SYRCityline,official,Syracuse operates SYRCityline (SeeClickFix) for citizen service requests; a new mobile app launched in August 2021 but the original service launch year was not found.,exact
0680000,Torrance city,CA,146442,no_311,,none,official,No dedicated 311 system was found for Torrance CA; city lists departmental contacts without a unified 311 service.,exact
0471510,Surprise city,AZ,144407,unknown,,https://surpriseaz.gov/880/Service-Requests-My-Surprise-App,official,"Surprise operates the ""My Surprise"" app (CitySourced) for citizen service requests; no specific launch year was found.",exact
0628000,Fullerton city,CA,143267,no_311,,none,official,No dedicated 311 system was found for Fullerton CA; city uses a service request form via Public Works (714-738-6897) but no 311 service.,exact
4845384,McAllen city,TX,142404,unknown,,https://www.mcallen.net/departments/311,official,McAllen operates a 311 call center and mobile app (CitySourced) for citizen requests; no specific launch year was found.,exact
1225175,Gainesville city,FL,142245,2015,2015.0,https://www.wuft.org/news/2015/07/22/gainesville-launches-online-mobile-service-for-non-emergency-reporting/,news,"WUFT news article (July 22, 2015) reports the City of Gainesville launched its 311GNV online and mobile non-emergency reporting service on that date; later rebranded as myGNV in 2019 (note: Socrata lower bound was 2016, consistent with post-launch open data publication).",exact
0877290,Thornton city,CO,142185,unknown,,https://thorntonco.qscend.com/311/,official,"Thornton operates ""My Thornton"" on the Qscend 311 platform for citizen service requests; no specific launch year was found.",exact
0682954,Visalia city,CA,141771,unknown,,https://www.visalia.gov/311/Department-Overview,official,Visalia has a dedicated 311 Department with its own city website section; no specific launch year was found.,exact
2052575,Olathe city,KS,141586,unknown,,https://www.olatheks.gov/services/olatheconnect,official,Olathe operates OlatheConnect as a 24/7 virtual city hall service request system; active as of 2019 but no launch year was found.,exact
4819972,Denton city,TX,141107,2025,2025.0,https://www.cityofdenton.com/CivicAlerts.aspx?AID=1009,official,"City of Denton officially launched its 311 Contact Center on April 21, 2025 as a 24/7 single point of contact for non-emergency city services.",exact
4876000,Waco city,TX,140541,unknown,,https://www.waco-texas.com/Departments/MyWaco-Central,official,Waco operates MyWaco Central (CitySourced) for citizen service requests; no specific launch year for a formal 311 system was found.,exact
4983470,West Valley City city,UT,139973,no_311,,none,official,No dedicated 311 system was found for West Valley City UT; city uses departmental phone contacts and a general contact form.,exact
0653980,Orange city,CA,139451,unknown,,https://www.cityoforange.org/residents/orange-24-7,official,"City of Orange operates ""Orange 24/7"" app for service requests; no launch year or evidence of a formal 311 phone number was found.",exact
2684000,Warren city,MI,139122,unknown,,https://warrenmi.qscend.com/311/,official,"Warren operates ""311Warren"" on the Qscend platform for citizen service requests; no specific launch year was found.",exact
0656000,Pasadena city,CA,138462,2009,2009.0,https://pasadenanow.com/main/city-launches-information-services-hotline,news,"Pasadena launched its 311 Citizen Service Center on January 24, 2009, handling approximately 75,000 calls annually.",exact
1912000,Cedar Rapids city,IA,137758,unknown,,https://www.cedar-rapids.org/mycr/,official,"Cedar Rapids operates ""My CR"" for non-emergency service requests; no specific 311 launch year was found.",exact
3921000,Dayton city,OH,137496,2014,2014.0,https://www.daytondailynews.com/news/new-dayton-app-helps-city-deliver-services/k9mx2vkmwQdVoGfrMKUxdI/,news,"Dayton launched the ""Dayton Delivers"" non-emergency service request app in January 2014 following a late-2013 resident beta test.",exact
5135000,Hampton city,VA,137280,unknown,,https://www.cga.ct.gov/2002/olrdata/et/rpt/2002-R-0205.htm,secondary,"A February 2002 Connecticut General Assembly report lists Hampton VA among jurisdictions already operating a 311 system, noting Hampton was the first locality in Virginia to launch a centralized 311 call center; exact launch year not found.",exact
3421000,Elizabeth city,NJ,136677,no_311,,none,official,No dedicated 311 system was found for Elizabeth NJ; city lists departmental contacts without a unified 311 service.,exact
5335415,Kent city,WA,136592,unknown,,https://www.kentwa.gov/pay-and-apply/kentworks,official,"Kent operates the ""KentWorks"" app for non-emergency citizen service requests; no specific launch year was found.",exact
4516000,Columbia city,SC,136195,2012,2012.0,https://www.thecolumbiastar.com/articles/city-announces-new-customer-care-center-and-24-hour-hotline/,news,"The Columbia Star reports that starting July 1, 2012 the City of Columbia launched its Customer Care Center with a 24-hour hotline at 545-3300, to which all local 311 calls in the Midlands are forwarded.",exact
0973000,Stamford city,CT,135462,unknown,,https://www.stamfordct.gov/government/departments/operations/citizen-service-bureau,official,Stamford has a Citizen's Service Bureau with a FixIt portal for service requests; no specific 311 launch year was found.,exact
0682590,Victorville city,CA,134638,2025,2025.0,https://www.vvng.com/victorville-launches-victorville-now-app-to-streamline-non-emergency-service-requests/,news,"Victorville launched the ""Victorville NOW"" app for non-emergency service requests in July 2025, per Victor Valley News.",exact
1245975,Miramar city,FL,134516,unknown,,https://seeclickfix.com/miramar,official,Miramar uses SeeClickFix for citizen service requests; no specific launch year was found.,exact
1214400,Coral Springs city,FL,134168,unknown,,https://www.coralsprings.org/residents/resident-services,official,"Coral Springs has a ""My Coral Springs"" service request portal; no specific launch year was found.",exact
2676460,Sterling Heights city,MI,134059,unknown,,https://seeclickfix.com/sterling-heights,secondary,"Sterling Heights uses SeeClickFix (""Sterling Connect"") for service requests; no specific launch year was found.",exact
4813024,Carrollton city,TX,133552,no_311,,https://www.cityofcarrollton.com/residents,official,Carrollton TX uses a non-emergency line (972-466-3333) and SeeClickFix for service requests; no formal 311 branding or system was found.,exact
4848072,Midland city,TX,132890,2024,2024.0,https://www.facebook.com/CityofMidlandTX/posts/since-launching-seeclickfix-in-mid-2024-the-city-of-midland-has-responded-to-mor/1318506586973431/,news,"Midland launched SeeClickFix for citizen requests in mid-2024; the City of Midland Facebook page confirmed 13,000+ requests responded to since launch.",exact
0952000,New Haven city,CT,129757,unknown,,https://www.newhavenindependent.org/2007/10/12/311_hotline_gains_approval/,news,New Haven aldermen approved a 311 hotline in October 2007; the actual launch date of the service could not be confirmed from available sources.,exact
0669084,Santa Clara city,CA,128588,unknown,,https://www.santaclaraca.gov/residents/services/mysantaclara-app,official,"Santa Clara has the ""MySantaClara"" app for citizen service requests; no 311 phone number or launch year was found.",exact
4052500,Norman city,OK,128161,no_311,,https://www.normanok.gov/city-services/action-center,official,Norman OK uses an Action Center phone/portal (405-366-5396) for service requests; no formal 311 system was found.,exact
0678582,Thousand Oaks city,CA,126824,unknown,,https://www.toaks.org/residents/report-a-problem,official,Thousand Oaks uses MaintStar Mobile Citizen and SeeClickFix for service requests; no specific launch year or formal 311 number was found.,exact
2071000,Topeka city,KS,126437,2025,2025.0,https://www.ksnt.com/news/local-news/topeka-rolls-out-new-311-hotline/,news,"Topeka announced and rolled out a new 311 hotline on March 25, 2025, per KSNT news; previously used SeeClickFix CRM.",exact
4842508,Lewisville city,TX,126422,unknown,,https://www.cityoflewisville.com/ourlewisvilletx,official,"Lewisville uses the ""ourLewisvilleTX"" app (CitySourced) for service requests; no specific launch year was found.",exact
0672016,Simi Valley city,CA,126343,unknown,,https://seeclickfix.com/simi-valley,secondary,Simi Valley uses SeeClickFix for citizen service requests; no specific launch year was found.,exact
2915670,Columbia city,MO,126307,2020,2020.0,https://www.komu.com/news/311-non-emergency-call-line-launches-for-boone-county/article_e7b424e3-ab4f-52b4-99b6-ebb0509f37e5.html,news,"Boone County (which serves Columbia MO) launched a 311 non-emergency call line in November 2020, per KOMU news.",exact
4856348,Pearland city,TX,125996,unknown,,https://www.pearlandtx.gov/connect2pearland,official,"Pearland uses the ""Connect2Pearland"" app (CitySourced) for citizen service requests; no specific launch year was found.",exact
3825700,Fargo city,ND,125986,unknown,,https://www.fargond.gov/city-government/departments/311,official,"Fargo uses a ""FargoOne"" service platform for non-emergency requests; no specific 311 launch year was found.",exact
0681666,Vallejo city,CA,125894,2013,2013.0,https://gov.seeclickfix.com/solutions/vallejo-ca-usa/,secondary,"Vallejo adopted SeeClickFix in late 2013; Code Enforcement began using it as its 311 platform then, per a SeeClickFix case study.",exact
4202000,Allentown city,PA,125727,2025,2025.0,https://www.wfmz.com/news/area/lehighvalley/lehigh-county/allentown-area/allentown-unveils-new-311-system-for-residents-to-report-non-emergency-issues-quickly/article_a5622c42-926e-4605-beb6-f08275ea5e07.html,news,"Allentown unveiled a new 311 system on November 7, 2025, per WFMZ and an official city press release.",exact
4801000,Abilene city,TX,125417,unknown,,https://www.abilenetx.gov/services,official,Abilene uses SeeClickFix and direct department lines for service requests; no formal 311 system or launch year was found.,exact
0616000,Concord city,CA,125286,unknown,,https://www.concordca.gov/residents/report-a-problem,official,"Concord CA uses the ""Concord Connect"" app (PublicStuff) for citizen service requests; no specific launch year was found.",exact
0803455,Arvada city,CO,124343,unknown,,https://arvada.org/residents/ask-arvada,official,"Arvada uses ""Ask Arvada"" 311 CRM (Comcate platform) for service requests; no specific launch year was found.",exact
0606000,Berkeley city,CA,124205,2009,2009.0,https://www.berkeleydailyplanet.com/issue/2009-11-25/article/34156,news,"The Berkeley Daily Planet (November 25, 2009) reports the City of Berkeley officially launched its 311 call center at the November 17, 2009 City Council meeting after a pilot period in which 65,000 calls were received.",exact
2603000,Ann Arbor city,MI,123611,2014,2014.0,https://annarborobserver.com/a2-fix-it/,news,"""A2 Fix It"" (SeeClickFix) went online in July 2014, per Ann Arbor Observer reporting.",exact
2935000,Independence city,MO,122899,unknown,,https://www.independencemo.gov/indepnow,official,"Independence MO uses the ""IndepNow"" app (CitySourced) for citizen service requests; no specific launch year was found.",exact
2754880,Rochester city,MN,121575,2024,2024.0,https://www.rochestermn.gov/Home/Components/News/News/9565/1121,official,"Rochester MN launched its 311 service in October 2024, per an official city announcement.",exact
4815976,College Station city,TX,120771,no_311,,none,official,College Station uses SeeClickFix and a direct non-emergency line (979-764-3600) for service requests; no formal 311 system was found.,exact
0614218,Clovis city,CA,120770,no_311,,none,official,No formal 311 system was found for Clovis CA; city uses GOGov and direct department lines for service requests.,exact
4863500,Round Rock city,TX,120549,unknown,,https://www.roundrocktexas.gov/services,official,Round Rock has a city services portal for requests; no formal 311 system or specific launch year was found.,exact
1254000,Palm Bay city,FL,120163,unknown,,https://www.palmbayfl.gov/services,official,Palm Bay uses SeeClickFix and a non-emergency line for service requests; no formal 311 launch year was found.,exact
0623182,Fairfield city,CA,119833,unknown,,https://www.fairfield.ca.gov/services/report-an-issue,official,"Fairfield uses ""MyFairfieldCA"" and SeeClickFix for service requests; no specific launch year was found.",exact
0937000,Hartford city,CT,119798,unknown,,https://www.hartfordct.gov/Government/Departments/Hartford-311,official,"Hartford's official 311 page confirms an active non-emergency call center; open data records show service requests back to at least 2018, but no source specifies the original launch year.",exact
1652120,Meridian city,ID,119443,no_311,,none,official,No 311 system was found for Meridian ID; city uses direct department lines (208-888-5242) for service requests.,exact
4861796,Richardson city,TX,119299,unknown,,https://www.cor.net/departments/city-manager-s-office/24-7-response-center,official,"Richardson TX has a ""24/7 Response Center"" (972-744-4111) and online reporting; no formal 311 launch year was found.",exact
2511000,Cambridge city,MA,118218,unknown,,https://seeclickfix.com/cambridge,secondary,Cambridge uses SeeClickFix for 311 citizen service requests; no specific launch year was found.,exact
1276600,West Palm Beach city,FL,117507,unknown,,https://seeclickfix.com/west-palm-beach,secondary,West Palm Beach uses SeeClickFix; SeeClickFix records show activity from 2013 but no formal 311 launch year was found.,exact
1822000,Evansville city,IN,117373,unknown,,https://www.evansvilleindiana.gov/departments/public-works,official,Evansville has a 311 submission form for potholes and other issues; no dedicated citywide 311 launch year was found.,exact
1212875,Clearwater city,FL,117333,2014,2014.0,https://apps.apple.com/us/app/clearwater-connect/id864135143,secondary,"""Clearwater Connect"" app version 3.2 was released on 09/24/2014, indicating the platform launched approximately in 2014.",exact
3006550,Billings city,MT,117224,no_311,,none,official,No 311 system was found for Billings MT; city uses a non-emergency police line (406-657-8200) and direct department contacts.,exact
4982950,West Jordan city,UT,117032,2018,2018.0,https://www.deseret.com/2018/8/27/20652053/w-jordan-launches-new-service-request-web-page/,news,"West Jordan launched a new SeeClickFix-based service request web page in August 2018, per Deseret News.",exact
0883835,Westminster city,CO,116594,unknown,,https://www.cityofwestminster.us/Residents/AskWestminster,official,"Westminster CO uses SeeClickFix ""Access Westminster"" for service requests; no specific launch year was found.",exact
0660620,Richmond city,CA,116196,unknown,,https://seeclickfix.com/richmond,secondary,Richmond CA has SeeClickFix for citizen reporting; no formal 311 branding or launch year was found.,exact
3774440,Wilmington city,NC,115770,unknown,,https://seeclickfix.com/wilmington-nc,secondary,Wilmington NC uses SeeClickFix for citizen service requests; no specific launch year was found.,exact
4550875,North Charleston city,SC,115551,no_311,,none,official,South Carolina cities generally do not operate 311 systems; North Charleston uses non-emergency phone numbers and has no formal 311 deployment.,exact
3345140,Manchester city,NH,115508,2017,2017.0,https://manchester.inklink.news/manchester-connect-see-click-fix-app-serves-as-a-city-wide-neighborhood-watch-group/,news,"Manchester NH launched ""Manchester Connect"" SeeClickFix approximately in 2017, per Manchester Ink Link reporting.",exact
2537000,Lowell city,MA,115462,2025,2025.0,https://www.lowellma.gov/CivicAlerts.aspx?AID=912,official,"Lowell 311 (Tyler ESR system) launched publicly on March 10-11, 2025, per a city CivicAlerts announcement.",exact
0602252,Antioch city,CA,115379,unknown,,https://seeclickfix.com/antioch,secondary,Antioch CA uses SeeClickFix for citizen service requests; no specific launch year was found.,exact
4962470,Provo city,UT,115103,2012,2012.0,https://www.provo.gov/179/311-Customer-Service,official,"Provo recognized the need for a 311 customer service department in 2012 and formalized the service that year, per the city's official 311 page.",exact
4853388,Odessa city,TX,114926,no_311,,none,official,No 311 system was found for Odessa TX; city uses direct non-emergency phone numbers for service requests.,exact
0611194,Carlsbad city,CA,114924,no_311,,none,official,Carlsbad CA uses a non-emergency police line (442-339-2197) and has no formal 311 system.,exact
4807000,Beaumont city,TX,114857,unknown,,https://www.beaumonttexas.gov/311,official,"Beaumont has a 311 service that was operational by at least 2012, but the exact launch year could not be confirmed from available sources.",exact
3731400,High Point city,NC,114846,unknown,,https://seeclickfix.com/high-point,secondary,High Point NC uses SeeClickFix for citizen service requests; no specific launch year was found.,exact
4841980,League City city,TX,114657,unknown,,https://www.leaguecitytx.gov/services,official,League City TX has a 311-branded Citizen Request Tracker for service requests; no specific launch year was found.,exact
1723074,Elgin city,IL,114617,2014,2014.0,https://www.dailyherald.com/20140307/news/elgin-launches-new-311-contact-center/,news,"Elgin IL launched a new 311 Contact Center quietly in January 2014, per Daily Herald reporting on March 7, 2014.",exact
4131250,Gresham city,OR,114470,unknown,,https://greshamoregon.gov/my-gresham/,official,"Gresham OR has the ""My Gresham"" service request app for citizens; no specific launch year was found.",exact
1772000,Springfield city,IL,114298,unknown,,https://www.springfield.il.us/,official,No evidence of a dedicated 311 system was found for Springfield IL; city uses departmental contact numbers.,exact
0619766,Downey city,CA,113964,unknown,,https://www.downeyca.org/our-city/departments/community-development/citizen-request,official,"Downey CA has ""Downey Connect"" (GoGov) citizen request app; no specific launch year was found.",exact
4009050,Broken Arrow city,OK,113928,no_311,,none,official,"Broken Arrow OK uses a ""My Broken Arrow Action Center"" app for service requests but no formal 311 phone number or system was found.",exact
1238250,Lakeland city,FL,113888,unknown,,https://www.lakelandgov.net/departments/citizens-action-center/,official,Lakeland FL has a Citizens Action Center for non-emergency service requests; no specific launch year was found.,exact
0980000,Waterbury city,CT,113880,unknown,,https://www.waterburyct.org/311,official,Waterbury has a Citizens Service Center/311 for non-emergency requests; no specific launch year was found.,exact
1759000,Peoria city,IL,112845,unknown,,https://seeclickfix.com/peoria-il,secondary,"Peoria IL has ""Peoria Cares"" powered by SeeClickFix for citizen requests; no specific original launch year was found.",exact
2646000,Lansing city,MI,112566,2022,2022.0,https://www.fox47news.com/neighborhoods/downtown-old-town-reo-town/the-city-of-lansing-officially-launches-311-program,news,"Lansing officially launched its ""One Call to City Hall"" 311 program in May 2022, per Fox47 News.",exact
1258050,Pompano Beach city,FL,111957,no_311,,none,official,Pompano Beach FL has no 311 system; non-emergency calls are handled by the Broward Sheriff's Office non-emergency number.,exact
0862000,Pueblo city,CO,111899,no_311,,none,official,"Pueblo CO has no 311 system; its Citizen Access Portal is limited to taxes and permits, not general non-emergency service requests.",exact
0616532,Costa Mesa city,CA,111781,unknown,,https://seeclickfix.com/costa-mesa,secondary,Costa Mesa has a Costa Mesa 311 app (SeeClickFix/CivicApps) for service requests; no specific launch year was found.,exact
3539380,Las Cruces city,NM,111698,2018,2018.0,https://www.tylertech.com/resources/case-studies/las-cruces-nm-brings-mobile-311-to-residents,secondary,"Las Cruces NM brought mobile 311 to residents approximately in mid-2018, per a Tyler Technologies case study.",exact
1245060,Miami Gardens city,FL,111477,unknown,,https://www.miamigardens-fl.gov/185/Public-Service-Programs,official,"Miami Gardens (incorporated 2003) references 311 on its official website but no launch year found; residents also access the countywide Miami-Dade 311 system, complicating attribution of when the city adopted its own service.",exact
0650076,Murrieta city,CA,111146,unknown,,https://seeclickfix.com/murrieta,secondary,"Murrieta uses SeeClickFix ""FixIt"" portal for citizen service requests; no specific launch year was found.",exact
5322640,Everett city,WA,110893,unknown,,https://seeclickfix.com/everett,secondary,"Everett WA has ""Everett at Work"" (SeeClickFix app); no formal 311 number and no specific launch year were found.",exact
4870808,Sugar Land city,TX,110824,2018,2018.0,https://patch.com/texas/sugarland/sugar-land-launches-311-non-emergency-system,news,"Sugar Land launched its 311 Contact Center in March 2018, per Patch.com reporting.",exact
0665042,San Buenaventura (Ventura) city,CA,110620,unknown,,https://www.cityofventura.ca.gov/2299/Ventura-Connects,official,"Ventura issued a 311 CRM RFP in November 2022; ""Ventura Connects"" was active by 2024, but the exact launch year could not be confirmed.",exact
0678120,Temecula city,CA,110094,unknown,,https://seeclickfix.com/temecula,secondary,Temecula uses SeeClickFix for citizen service requests; no dedicated 311 branding or launch year was found.,exact
0669196,Santa Maria city,CA,109782,no_311,,none,official,No 311 system was found for Santa Maria CA; city uses departmental contact numbers for non-emergency service requests.,exact
2621000,Dearborn city,MI,109620,unknown,,https://www.cityofdearborn.org/services,official,Dearborn MI routes non-emergency service calls through 311; the specific year the 311 number was activated could not be confirmed.,exact
0832155,Greeley city,CO,109272,2025,2025.0,https://citizenportal.ai/articles/6138145/Greeley-City/Weld-County/Colorado/Greeley-launches-Innovation-and-High-Performance-department-website-311-and-utility-billing-upgrades-highlighted,news,"Greeley soft-launched a 311 self-service portal in July 2025, per CitizenPortal.ai reporting.",exact
0684200,West Covina city,CA,109153,no_311,,none,official,No 311 system was found for West Covina CA; city uses departmental contact numbers.,exact
0622230,El Monte city,CA,109087,no_311,,none,official,No 311 system was found for El Monte CA; city uses departmental contact numbers for non-emergency service requests.,exact
3268400,Sparks city,NV,108889,unknown,,https://www.washoecounty.gov/311/,secondary,Sparks is served by county-level Washoe311 (public launch ~2018); no city-specific 311 system was found for Sparks.,exact
1372122,South Fulton city,GA,108211,2020,2020.0,https://businessviewmagazine.com/south-fulton-georgia-moving-forward/,secondary,"South Fulton's Citizens Resource Center transitioned to a dedicated 311 number in January 2020, per Business View Magazine.",exact
0812815,Centennial city,CO,108196,unknown,,https://www.centennialco.gov/Online-Services,official,"Centennial has a ""Report-a-Problem"" online portal; no dedicated 311 number or verifiable launch year was found.",exact
1368516,Sandy Springs city,GA,108167,unknown,,https://www.sandyspringsga.gov/news/sandy-springs-launches-sandy-springs-works/,official,"Sandy Springs uses the ""Sandy Springs Works"" platform (replaced prior app June 2024) for service requests; no formal 311 number or launch year was found.",exact
0807850,Boulder city,CO,108123,unknown,,https://bouldercolorado.gov/services,official,"Boulder uses the ""Inquire Boulder"" system for citizen service requests; no dedicated 311 number or verifiable launch year was found.",exact
0636546,Inglewood city,CA,107393,no_311,,https://www.cityofinglewood.org/375/Public-Services-Repair,official,Inglewood CA uses departmental non-emergency phone numbers for service requests; no 311 system was found.,exact
5531000,Green Bay city,WI,107271,unknown,,https://seeclickfix.com/green-bay,secondary,Green Bay uses SeeClickFix for citizen reporting; no dedicated 311 number or verifiable launch year was found.,exact
0608954,Burbank city,CA,107005,2022,2022.0,https://www.burbankca.gov/newsroom/-/newsdetail/20124/burbank-launches-our-burbank-311-mobile-app,official,"Burbank launched ""Our Burbank 311"" mobile app in January 2022, per a city newsroom announcement.",exact
4134100,Hillsboro city,OR,106990,unknown,,https://seeclickfix.com/hillsboro,secondary,Hillsboro OR uses SeeClickFix for citizen reporting; no dedicated 311 number or verifiable launch year was found.,exact
5357745,Renton city,WA,106719,no_311,,https://www.rentonwa.gov/City-Services,official,No 311 system was found for Renton WA; city uses departmental contacts and an online reporting portal.,exact
4874144,Tyler city,TX,106272,unknown,,https://seeclickfix.com/tyler,secondary,Tyler TX uses SeeClickFix for citizen reporting; no dedicated 311 phone number or verifiable launch year was found.,exact
